UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	3
0	0
0	0
0	2
0	0
1	5
0	2
0	0
0	1
0	0
0	0
0	12
0	0
3	0
4	0
0	0
0	5
0	3
0	0
0	2
0	0
0	1
0	1
0	0
2	0
0	1
3	1
6	0
6	1
0	1
0	3
0	0
5	1
12	2
0	0
0	2
0	0
0	2
0	0
0	0
0	1
0	3
0	0
0	0
0	0
3	2
0	0
0	0
3	1
0	1
1	0
1	0
0	0
0	0
0	0
1	0
2	0
0	0
3	1
0	2
0	0
1	1
0	1
1	0
0	0
0	0
0	0
3	0
6	2
2	0
1	0
5	1
6	1
4	0
2	0
2	0
5	0
3	0
3	0
2	0
3	0
0	1
8	2
6	0
4	1
1	0
1	0
3	1
0	1
7	0
2	0
0	0
3	0
3	0
3	0
0	0
1	0
2	0
2	2
1	2
3	0
0	0
1	0
0	0
0	2
0	0
0	0
0	1
1	1
0	2
0	0
0	3
0	0
0	12
1	3
0	2
0	0
0	0
3	0
1	0
0	0
9	1
4	2
11	2
2	0
2	7
6	0
2	7
0	0
0	0
0	1
1	5
0	5
0	0
0	1
2	62
7	73
58	1
153	11
5	61
0	71
69	24
40	28
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
15	155
0	180
0	0
0	817
20	552
0	1652
3	1680
0	1098
286	0
1	49
10	301
238	503
193	469
0	571
4	4
0	770
0	173
0	174
0	552
0	70
0	70
0	0
0	0
0	49
0	285
7830	365
2	6
1	22
5	28
39	7
0	88
0	0
3	0
17	1
7	6
0	1
1	0
1	12
56	24
1	0
21	2
0	35
54	9
18	1
27	0
1	89
0	79
32	105
0	106
4	0
7	12
19	29
0	15
19	11
0	46
6	93
29	1
24	1
0	10
0	4
1	86
1	77
0	115
0	14
51	63
0	0
0	26
1	40
0	19
0	13
29	18
1	49
2	0
80	0
0	0
0	20
0	6
0	8
15	71
1	38
1	3
82	18
0	0
64	131
13	11
0	58
33	1
0	23
147	27
9	1
426	17
37	22
2	4
12	23
120	36
271	160
18	135
183	245
115	39
74	30
649	255
16	30
185	85
534	51
240	25
25	115
13	121
231	124
0	2
0	677
0	27
0	27
64	27
0	0
73	1
16	0
97	23
0	0
71	4
0	0
0	7
0	14
0	5
0	0
0	89
0	6
0	102
0	4
0	86
0	35
77	125
0	14
0	46
24	1
