UniqueCount	AmbigCount
0	107
0	48440
9	754
0	747
2874	1145
13	0
4440	208
420	89
3980	1058
7	23
9326	331
3	0
0	1507
3	1704
0	145
0	19
0	11119
0	217
0	4242
0	318
0	3686
0	2209
2067	8219
0	2590
0	8184
1859	82
142	0
812	53
477	8
4949	408
0	0
143	2
5560	532
45	341
61	9
22	1
3943	3834
402	21
0	1288
15	7354
0	1
17	365
0	11737
0	5095
0	2907
0	6474
0	0
113	4
5740	1018
5669	1536
2	0
4679	282
11002	333
450	84
75	70
10614	1973
19	644
0	1800
0	9238
0	538
0	1704
0	4351
6	4918
2167	1303
0	389
0	872
0	2395
15	0
0	1273
62	153
280	119
23803	2129
14	20
101	8
16	63
0	751
62	770
186	48452
1	107
12	9584
3009	260
21	152
71	950
959	3474
744	12628
2	7
420	1074
297	2276
170	15675
2191	1356
0	9978
363	4736
7	7
7	24
51	1157
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
72518	202
111758	330
443054	1239
171718	497
12104	32516
108845	35628
157243	3334
18572	91
29671	18687
279773	19333
57367	159
677	5
90271	226
27	1683
20	1767
0	2
0	6
0	2
0	3
0	0
0	0
760	2319
15	2318
9	641
0	1
0	8
10	559
0	297
0	67
4	800
0	125
0	3
0	125
0	525
0	0
0	0
0	0
0	0
0	1
0	0
0	13
0	9
0	9
0	4
0	4
0	2
0	3
0	14
0	8
0	10
0	4
0	4
0	1
0	2
0	2
0	14
0	11
0	10
0	9
0	9
0	3
0	3
0	2
0	3
0	3
0	3
0	10
0	11
0	14
0	1
0	3
0	4
0	4
0	5
0	7
0	11
0	18
0	8
0	15
0	11
0	4
0	14
0	7
0	7
0	7
0	7
0	3
0	0
0	2
0	2
0	1
0	0
0	6
0	0
0	0
0	0
1	0
0	1
0	1
0	1
0	0
0	4
0	15
0	3
0	3
0	3
0	6
0	3
0	3
0	8
0	5
0	3
0	0
5	0
0	4
0	4
0	1
0	13
0	1
0	0
0	0
0	1
0	5
0	4
0	4
0	3
0	2
0	3
0	1
0	4
0	4
0	2
0	2
0	12
0	12
0	5
0	0
0	6
0	5
0	5
0	0
0	1
0	0
0	1
0	3
0	3
0	3
0	4
0	4
0	0
0	1
0	0
0	4
0	4
0	3
0	3
0	0
0	4
0	15
0	1
0	711
20	663
0	697
0	15
0	15
0	6
0	3
0	0
0	18
0	2
0	0
0	0
0	0
0	4
0	4
0	3
0	6
0	6
0	4
0	4
0	2
0	3
0	4
0	4
0	0
0	10
0	8
0	0
0	14
0	1
0	0
0	0
79	575
6	189
0	170
0	67
0	32
0	39
0	0
0	40
1	30
0	27
0	2
0	4
0	10
48	18
1	8
3	92
0	6
0	7
0	85
0	83
4	279
0	279
0	168
0	12
0	67
0	1
0	0
0	1
0	1
0	1
0	0
0	1
0	3
4	41
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	3
0	3
0	4
0	4
1	2
0	0
0	0
0	0
0	3
0	11
0	8
0	0
0	0
0	0
1	0
0	0
0	10
0	74
0	1556
0	0
3	476
371	555
0	146
0	47
0	1
0	5
0	0
0	305
2	1115
216	1115
0	0
0	1
0	1
0	4
0	4
0	1
0	0
0	456
0	0
0	0
0	484
4	256
0	475
0	0
0	0
0	0
0	0
0	3
0	3
0	1
0	573
0	573
0	24
0	573
0	7
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
3	0
536	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
51	429
0	0
0	495
0	449
4	27
0	21
0	0
0	6
0	0
0	0
0	3
33	3
0	0
0	0
0	0
0	0
0	1
0	1
0	1
0	0
0	0
0	25
0	12
0	8
0	3
134	95
0	94
13	110
37	40
0	39
0	0
0	2
39	19
0	0
0	0
0	6
0	0
0	0
0	0
32	4450
0	221
0	4422
1	2185
0	852
0	323
0	3
5	3
0	5
0	4
0	4
0	5
0	13
0	176
0	158
0	0
0	0
0	0
0	0
0	0
0	2720
0	79
0	2
0	268
0	245
0	10
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	84
0	84
0	51
0	14178
30	10526
0	416
0	5
0	5
5	2
49	2
0	0
7	17
78	62
0	57
0	22
0	10
1	44
0	25
0	0
0	0
0	155
0	155
0	155
0	155
0	0
0	1
0	0
0	5
0	0
9	191
0	180
0	1
0	12
0	0
0	0
0	0
0	0
0	0
0	37
0	40
0	43
0	41
0	41
0	4
0	5
0	2
0	0
0	43
1	463
0	406
0	13
0	107
0	22
0	18
0	2
0	8
46	1
29	1
0	915
0	1305
0	491
0	1193
0	1216
0	45
24	0
0	909
0	63
0	936
0	911
0	118
0	79
0	52
0	12
0	0
0	182
0	182
0	2
0	7
0	6
0	1
0	2
1	1
0	2
0	3
0	1
170	1
0	69
0	1
0	1
0	6
0	81
0	85
0	467
2	286
0	908
0	66
95	179
0	0
0	0
0	0
0	0
0	328
0	410
0	399
0	397
0	388
0	303
0	1419
0	1418
0	659
0	1163
0	24
0	1
0	251
759	990
0	4
0	738
0	636
0	338
0	678
0	678
0	1132
17	9
0	95
0	918
0	1180
0	205
0	0
0	63
0	0
0	68
0	103
0	22
0	18
0	2
0	2
0	0
0	0
0	0
0	0
45	0
5	0
0	0
11	42
0	0
0	8
0	4
0	1
0	2647
0	2647
0	2644
0	0
0	92
0	0
0	0
0	0
0	10
0	5
0	5
0	5
0	13
0	282
23	300
0	8
0	0
0	18
0	227
0	1149
2	9
0	163
0	164
0	0
0	11
0	0
0	0
0	0
0	0
0	0
0	0
0	64
0	2
203	174
0	5
4	173
0	84
92	606
0	201
39	0
4	4366
2	4366
6	261
0	63
0	11
0	0
0	0
2	3
261	4
0	2952
20	2664
74	2792
6	67
0	1
0	0
0	14
0	17
26	79
6	79
11	280
0	0
0	0
0	301
0	0
10	353
0	103
3	30
0	26
0	14
292	1
2	0
0	0
0	1188
0	1090
0	1089
0	1144
0	1092
0	1813
0	1130
0	1130
0	1874
0	1543
0	1874
0	15
0	15
0	15
0	43
0	51
0	760
0	1425
0	1117
0	177
0	214
0	205
17	0
0	162
0	176
106	328
0	16
2	126
0	118
0	202
0	198
0	196
0	37
0	0
0	16
0	202
0	169
0	213
0	1
0	215
0	1188
0	1089
0	1144
0	1092
0	1813
0	1874
0	1121
0	1130
0	1543
0	790
0	760
0	1144
0	1092
0	1812
0	1543
0	1873
0	43
0	789
0	759
0	0
0	0
0	0
0	0
1	0
0	0
0	2
0	0
43	117
0	0
13	113
0	75
6	39
0	79
0	58
0	66
0	5
1	5
0	0
0	0
0	606
0	0
0	19
0	134
0	79
0	1783
0	1597
0	1525
0	108
0	1685
0	1023
2	174
0	0
0	51
0	25
0	28
0	4
0	4
1	1941
26	1924
28	1868
0	0
0	0
0	19
0	0
0	23
0	65
0	74
0	77
0	11
0	76
0	10
0	73
0	0
0	0
24	1196
0	723
0	300
0	611
0	609
0	75
0	517
0	0
0	404
0	216
0	41
0	433
0	394
0	443
0	395
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	10
0	8
0	3
0	3
0	5
0	0
0	0
0	1747
0	664
0	857
3	0
0	0
0	0
0	0
0	230
0	1612
0	1500
0	1554
0	1503
0	2238
0	1539
1	1502
0	1539
0	1975
0	2314
0	12
0	12
0	40
0	48
0	820
0	788
0	154
0	1150
0	11
0	10
0	6
0	6
0	0
0	0
0	0
0	260
0	243
0	242
0	41
0	339
2	150
49	149
0	0
0	74
0	1320
0	252
2	290
0	286
0	1757
5	1757
0	1736
0	275
2	76
0	0
0	369
0	315
0	410
0	368
0	282
0	12
0	11
0	3
0	10
133	993
15	993
20	121
4	124
0	0
6	0
0	58
1	5
0	1
0	3
0	3
0	58
0	113
0	1
0	116
0	3
0	42
0	776
0	717
0	786
83	208
0	208
0	35
0	10
0	41
0	35
0	13
0	7
0	35
0	30
207	3965
10	2198
0	1089
0	1813
0	1130
0	15
0	43
0	790
0	760
0	0
0	30
0	29
0	1862
0	1491
0	1490
0	44
0	55
0	51
0	12
0	55
0	1051
0	889
0	0
138	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	38
0	59
0	35
0	33
3	30
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	495
0	1307
0	388
0	269
1	225
0	918
0	147
0	0
0	119
0	199
0	186
0	0
0	0
0	310
0	0
4	895
0	979
7	0
2	0
0	0
1	0
0	364
0	371
0	374
0	382
0	347
0	211
0	0
0	0
150	89
51	1
0	0
0	0
0	0
0	12
0	13
0	0
0	0
0	0
0	2
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	226
7	267
99	287
2	15
2	116
130	49
0	145
0	0
0	8
0	8
0	39
0	27
0	0
0	0
0	14
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	129
0	115
0	15
0	0
0	0
0	90
0	78
0	51
0	39
0	5
0	14
0	84
0	6
0	72
0	50
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	0
0	6
0	19
0	19
0	2
0	2
0	14
0	5
0	14
0	29904
0	61
60	267
0	3
0	2
0	334
0	34
0	570
0	530
0	574
93	6
3	1
0	69
2	64
1	38
2	64
0	18
0	33
0	1
1	16
3	16
0	1
0	673
0	213
0	781
2	168
7	42
0	24
4	9
0	46
0	2
0	67
0	0
0	0
0	64
0	6
0	2
141	0
0	0
0	630
0	608
0	615
0	307
0	1227
2	1225
24	2214
0	0
0	0
0	5
0	0
0	0
0	36
0	30
0	0
13	0
0	14
0	0
61	256
0	255
0	20
0	0
0	59
0	0
0	96
0	91
0	121
0	121
0	2
0	104
0	3
0	2
0	3
0	52
0	137
0	94
0	0
0	0
0	232
0	84
0	3
3	0
0	1437
0	2
0	1455
0	1328
0	1303
0	4
0	19
0	4
0	41
0	74
0	74
0	57
0	2
0	8
1	9
53	535
1	1242
0	396
0	271
0	0
0	0
0	5
0	18
0	15
0	14
0	11
0	7
0	11
0	1
0	8
0	1
0	2
0	0
310	3
16	152
0	136
0	73
0	8
0	0
0	4
0	8
0	8
0	8
0	0
0	134
0	41
1	88
0	79
67	0
18	0
0	0
0	0
0	187
0	928
7	334
0	0
0	2
0	2
0	1
0	4
0	4
0	4
0	233
0	276
0	188
0	234
0	3
0	41
0	2
0	287
0	19
0	28
19	28
0	192
0	3409
0	3422
0	701
0	679
0	686
2	366
1	0
0	0
0	5
0	14
0	14
0	3
0	5
0	0
0	6259
0	6033
0	0
15	88
0	305
0	310
0	74
0	222
0	310
0	237
0	320
0	235
0	320
0	9
0	7
0	7
0	10
0	6
0	7
0	3
0	5
463	3
0	0
0	1
0	1
0	0
0	1
0	1
0	1
0	0
0	51
0	24
0	52
0	4
0	0
0	0
0	0
0	0
0	0
1787	11
0	93
0	5
0	28
0	0
0	73
0	13
0	13
0	13
0	8
0	12
0	3
41	244
0	281
0	280
8	3
0	214
0	2221
0	19
0	3
0	186
0	2177
0	280
0	4
0	1567
0	1985
496	811
0	809
0	629
0	484
0	434
0	304
0	85
0	465
5	283
0	906
0	52
0	1
1	10
0	0
0	0
0	1156
0	872
0	1085
0	0
0	1
0	205
0	166
0	209
31	0
0	0
0	3
0	3
0	2
2	4
0	0
0	1043
0	0
0	1041
0	750
0	9
0	152
0	870
0	114
0	120
0	0
0	4
0	0
0	0
0	19
1	0
0	10
0	1
0	1
0	1
0	0
0	101
0	137
0	160
2	144
0	101
0	137
65	0
0	592
0	295
0	6
0	283
0	33
0	1
0	445
864	449
0	21
0	6
0	6
0	6
0	6
0	0
0	1348
0	2
8	384
0	57
2	0
0	63
0	18
0	67
38	0
41	0
5	2322
156	2322
0	998
1	946
0	415
0	665
0	294
0	411
0	364
0	300
0	170
0	47
0	107
5554	1256
0	1247
0	655
0	456
0	225
0	135
0	8
0	19
0	121
0	53
0	82
0	12
1	334
2	11
0	2
0	82
0	90
0	25
0	394
0	202
0	19
0	16
0	360
0	114
0	88
0	83
0	27
0	30
0	0
0	0
0	0
0	10
0	12
0	11
0	12
0	14
0	11
0	11
0	1
9	0
0	117
0	52
0	94
1	96
0	370
0	11
0	14
0	3
0	24
0	22
0	15
0	18
0	1
0	7
0	0
0	0
0	17
0	9
0	1
0	0
0	0
73	54
0	0
0	24
0	30
0	3320
0	2676
0	83
0	139
0	139
18	190
0	28
0	42
0	1
0	0
0	71
0	200
0	1
0	205
0	0
0	0
0	0
0	1
2	0
0	10316
0	20814
0	307
4	1259
0	4168
5	1
0	869
1	971
0	7
0	48
3	20
0	16
0	12
0	12
0	8
0	10
0	8
0	786
11	2683
38	3161
49	3199
0	1875
0	0
0	0
0	386
0	342
0	225
0	0
0	1
0	3
3	0
0	3
381	1
0	0
0	0
0	0
0	0
0	0
0	0
1	84
0	22
0	1
0	54
1	58
1	68
1	64
0	56
2	61
0	58
1	0
31	77
0	52
0	1
0	0
0	0
0	3
4	3
0	0
0	3
0	803
0	799
0	784
0	946
2	0
0	1
0	1
0	0
0	0
0	0
0	0
0	55
0	46
0	6
0	53
0	31
0	28
0	0
0	6
0	18
8161	30
0	1100
0	90
0	1461
0	1034
0	2776
0	2697
0	2705
0	415
0	356
0	591
0	319
0	1463
0	1484
0	1450
0	1515
0	1
0	18
0	1477
0	41
0	10
7	41
0	2
0	2
0	1
215	31
0	0
0	0
1212	494
2	494
0	35
0	1
7	1
0	1
0	303
0	87
0	82
4	568
4	559
1	558
2	421
0	586
6	127
4	1212
0	304
0	25
0	9
10	201
3	17
83	201
0	201
0	0
0	11
0	35
0	418
0	378
0	376
0	377
6	35
52	36
0	7
0	7
0	96
0	111
0	88
0	46
0	364
146	2135
0	0
0	234
0	2
0	287
0	660
0	200
0	768
0	168
0	103
0	104
0	69
0	17
0	18
0	1
0	20
12	70
1	107
23	87
0	176
0	4
0	15
0	11
0	12
0	144
0	0
0	0
0	0
0	377
0	419
0	316
0	379
0	283
28	17
0	0
0	0
0	31
0	7
0	30
0	124
0	189
0	75
0	72
0	72
0	69
0	79
0	77
0	32
0	42
0	61
0	109
0	25
0	193
0	21
0	194
0	25
14	21
6840	3810
1	3069
0	0
0	0
1030	5
0	0
0	2
0	2
0	2
0	0
0	2
0	19
6	57
0	61
0	67
0	63
0	27
0	401
0	207
0	368
0	119
0	235
30	129
0	129
0	1
0	0
0	94
0	160
145	427
0	24
0	14
0	14
0	3
0	314
0	3
0	14
0	370
1	17
0	17
1	17
1	13
0	12
0	0
0	1
0	1
0	1
0	1
0	1
0	0
0	0
0	0
30	1095
0	3
0	0
0	0
0	1
0	2
0	470
0	1
2	36
0	15
0	11
0	12
0	13
0	17
0	12
0	12
0	14
0	12
0	12
0	15
0	244
0	9
0	8
0	249
1	9
0	31
0	0
0	0
0	14
30	14
0	14
0	0
3	63
0	8438
0	1774
1	348
8	8035
0	8352
274	416
0	1
520	0
0	19
0	19
0	17
0	14
0	0
0	83
34	140
0	109
0	94
0	222
0	0
0	90
9	225
0	47
0	143
0	79
0	23
33	3129
0	134
0	0
0	1631
0	108
0	1432
167	19
0	0
0	90
0	284
0	316
30	312
0	331
0	5
23	214
3	0
15	0
63	1245
2	1245
1	37
0	160
0	30
0	154
0	266
1	101
0	250
0	226
0	156
0	172
0	14
0	89
0	13
0	90
0	0
0	0
5	98
0	72
0	30
0	85
0	0
0	2151
0	746
31	11
0	5
0	11
0	5
0	0
0	0
0	3480
0	11
1	0
0	49510
0	45842
0	49485
0	4859
0	567
0	1135
0	851
0	1068
0	136
0	29
0	29
0	0
0	14
0	2
0	1
0	505
0	162
0	61
0	84
0	73
0	1
0	33
0	839
0	1051
0	1118
0	54
0	33
0	112
6	40
1	5
0	3
43	118
0	1542
0	1984
0	1527
0	1830
3	1388
0	1467
0	611
0	791
0	763
0	500
0	482
0	228
0	111
0	1
0	22
0	16
0	11
0	8
0	5
0	5
0	5
0	5
0	5
0	3
0	2
0	2
0	2
0	2
0	2
0	2
0	2
0	1
0	0
0	1362
0	30
0	41
0	0
0	3
0	1
0	2
0	313
4	4
9	313
0	60
61	78
0	99
0	56
0	42
0	41
0	62
0	6
0	59
0	20
0	20
0	195
0	30
0	1151
0	499
0	428
0	405
0	97
0	612
0	13
0	57
0	1815
0	1588
0	1751
0	128
11	94
10	138
0	172
0	93
0	101
0	81
0	39
0	358
0	32
27	64
0	18
5	35
151	68
0	22
0	3
153	113
0	4
0	91
0	17
0	4
0	3
0	11
0	17
0	48
0	40
0	798
0	766
0	2496
0	2827
0	2140
0	2040
0	2091
0	2761
0	2037
0	2039
0	2076
4	2138
0	96
0	0
0	0
1	34
0	20
237	1366
20	1126
2	616
0	187
0	169
0	85
0	0
0	61
0	485
0	485
0	298
0	95
0	99
0	2
0	60
506	6941
0	1159
0	6520
0	1
0	1284
0	873
1	829
0	2132
0	4
0	5
0	5
0	0
0	127
0	159
2	8
0	165
0	138
0	51
0	108
0	4
0	4
0	3
0	1140
0	1140
0	95
0	63
0	123
0	22
0	21
0	2
0	2
0	21
0	26
0	21
0	29
0	34
34177	36387
0	4571
1	73
0	21720
2	34732
0	50
0	112
1	115
0	5
0	928
0	122
0	780
0	0
0	126
0	2171
0	2127
0	212
0	230
0	70
0	970
0	1124
0	1197
0	1254
0	2
0	0
7	78
233	307
1	306
0	56
0	2416
0	187
0	82
0	45
0	35
2	34
0	0
0	701
0	134
0	27
0	134
0	78
1	224
0	78
545	11
0	41
0	0
0	0
0	193
0	146
0	189
0	147
0	62
0	41
0	0
0	75
1	1
0	1
0	0
0	0
0	0
0	0
0	0
0	115
0	0
0	18301
0	10123
0	6198
0	993
0	1
0	2
4	15
0	3
1	1056
14	1123
0	1136
0	737
0	968
0	999
0	287
0	1148
0	1093
0	720
0	393
2	175
0	149
0	0
0	61
0	484
0	484
0	95
0	99
0	2
0	299
0	851
0	2306
0	2774
119	743
0	18
0	9
0	24
0	22
0	17
0	2
1	7
0	0
1	0
0	0
0	169
0	147
0	153
0	152
0	231
0	230
0	248
0	0
0	0
0	116
0	152
0	156
0	115
0	0
0	0
4	1200
3	273
0	1
0	0
0	5
2	629
0	0
3	12
0	552
0	758
1	84
7	629
0	0
0	425
0	4
0	38
0	151
0	201
0	3969
0	104
0	1593
0	2395
0	2784
0	2393
0	3562
0	3687
0	0
0	0
0	0
0	0
0	84
0	3
0	0
0	0
0	0
0	0
352	318
0	318
0	0
0	0
0	0
0	0
0	0
0	0
0	857
0	3
0	2
0	52
0	141
0	40
0	0
0	126
0	386
0	507
0	2326
0	5039
0	0
0	1184
0	4910
0	554
0	733
0	490
0	1399
1	1884
0	3488
0	2792
0	1276
0	1
0	5
0	3
950	425
78	179
0	0
0	212
0	4
0	1441
0	0
0	438
1	1250
0	1205
0	1325
0	1325
0	1256
0	0
0	33
0	23
0	0
0	0
0	3
0	2
0	1
0	1735
0	423
0	15
0	423
0	525
0	0
0	599
7	607
0	122
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	2
0	0
0	0
0	2
0	2
0	0
0	2
0	23
120	74
0	59
0	4544
0	4390
0	132
0	971
0	1774
0	81
0	99
0	103
0	1647
1	774
0	1030
0	1028
0	774
0	1022
0	1022
0	739
0	850
0	730
0	887
0	681
0	4549
16	3664
0	5
0	7
0	11
0	18
0	8
0	15
0	11
0	4
0	14
0	1407
0	1334
0	1414
0	1339
0	16
0	0
0	361
0	325
0	50
0	315
0	226
235	597
0	1416
0	1374
0	1367
0	1409
0	140
0	9
0	0
0	0
13	2
0	1
0	1
0	14
0	0
0	1320
0	251
0	286
5075	2674
0	0
3467	1538
0	367
0	365
0	137
0	135
1	3
0	857
0	1449
0	646
0	1
0	1
0	30
0	25
0	34
0	1
0	0
0	0
0	23
0	225
0	227
0	24
1	90
23	19
0	6
0	250
0	42
20	34
0	10
1	29
0	0
0	0
0	124
0	124
0	106
0	4
1987	24327
0	20310
0	24325
97	0
1270	4
0	990
0	1734
1651	2376
1	2372
2	41
0	10
0	6
0	142
0	58
0	87
9	359
0	1034
0	2479
1	2946
0	523
0	26
17	0
5	3
0	2
0	253
0	91
0	0
0	1
0	1
0	1
0	398
0	365
0	116
0	204
0	89
0	0
0	0
0	2896
0	6
1	13052
0	864
0	11520
0	13112
0	2697
0	2482
0	2581
0	2483
11	2590
0	2407
0	274
0	228
0	0
0	144
5	142
1	10
0	1
0	4
0	1174
0	24
0	203
0	57
0	1
0	1
0	1
0	3
2	24
178	452
0	428
72	346
11	5
0	96
0	1
65	264
1	108
1	99
0	28
0	165
3	0
4	2
0	125
4	10
0	6
0	6
0	6
22	62
0	125
1	161
0	64
0	387
0	371
0	326
0	82
0	234
0	11
0	43
21	0
57	76
398	81
0	36
0	1
0	34
0	36
0	2
0	2
0	0
0	1296
1	1952
85	1664
0	0
0	0
0	0
0	0
0	0
0	145
0	3
0	0
0	7
0	1742
21	3674
6	1081
0	7821
0	7916
0	8230
606	2007
0	913
552	11216
0	2954
2	3975
0	8653
0	5
1	30
0	378
0	66
0	147
0	0
0	35
0	505
0	132
0	4543
0	4389
0	1773
0	80
0	101
0	103
0	4548
2	4
15	467
0	140
6	304
1	178
0	262
0	0
0	0
1	1
0	1862
0	1829
0	1771
0	1815
0	1734
0	1742
1	209
0	783
0	874
0	326
0	246
0	186
1	1868
0	1832
0	1777
0	395
0	620
0	514
0	70
0	165
0	168
0	369
0	169
0	68
86	622
0	3
0	10
0	6
0	35
0	216
0	203
0	207
0	62
15	10
0	83
0	0
0	55
0	0
0	0
0	0
0	161
8	1237
0	60
0	60
0	60
0	467
0	142
0	278
0	0
6	117
0	117
0	0
0	0
0	0
0	2183
0	2002
1	718
34	1912
0	2083
206	218
0	247
0	11
0	2407
1	187
0	0
0	0
0	4
0	4
0	907
0	191
0	62
0	0
0	696
2	925
0	206
277	7712
0	623
19	861
35	105
5	13
0	0
5	210
0	107
0	51
1	2124
0	744
0	6966
0	4094
0	4808
1	5118
125	727
80	727
0	260
0	0
7	29
0	2842
0	1133
0	185
138	2990
0	1252
0	201
0	55
0	319
0	281
0	186
0	279
0	0
0	0
0	3
0	14
0	411
0	1369
0	1369
30	1104
0	1302
0	1022
0	0
8	1254
25	1154
0	741
0	0
0	0
0	2057
0	1763
0	1876
1	1302
0	380
0	8
0	185
2	18
0	1438
0	0
0	43
0	112
2	123
0	0
0	0
1	123
0	196
0	13
0	612
0	0
0	0
0	16
0	46
4	46
0	46
5	1
0	0
0	1
2	74
0	668
0	1041
0	1228
0	396
0	494
0	225
0	179
0	171
0	1033
0	846
0	554
0	0
0	0
0	3057
0	2951
0	3024
0	1257
0	2941
0	4
0	62
0	52
0	16
0	0
0	40
30	29
0	29
1	0
7942	8429
0	5064
2	9
0	48
0	23
0	18
0	27
1	85
0	9
0	23
0	31
996	40881
0	22464
23	679
0	709
0	2
0	2
0	2
0	44
0	187
0	3
0	2
0	2810
0	2375
0	891
0	510
0	138
0	0
0	0
8	3
0	4
0	2
0	1
3	254
0	2104
0	56
4	1408
0	1704
0	350
0	2623
0	234
0	53
0	183
2	2
0	2
0	0
0	0
0	735
0	203
5	52
0	2
0	45
0	39
0	5
14	11
0	18
0	7
0	4
0	8
0	0
9	0
0	700
58	700
0	3963
3	5
0	5
0	0
0	0
0	0
96	1189
5	100
2	100
0	112
7	558
2	106
0	294
5	933
3	371
0	337
29	331
0	57
0	291
29	13
0	885
0	752
0	3
1	30
0	90
0	90
0	64
0	1
0	1308
0	1257
0	1310
0	1258
0	37
0	51
0	55
0	55
0	1
0	209
0	0
0	183
1	164
0	19
1	41
0	30
0	2
0	37
0	15
0	14
0	20
0	4
0	35
0	3
0	3
0	28
0	0
0	31
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	1
0	1
0	1
0	319
0	295
5	28
0	3198
0	2847
0	3134
0	2786
0	41
0	2422
0	984
0	998
0	208
0	773
0	13
0	1733
0	423
0	13
0	127
0	44
0	84
0	682
0	689
0	704
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	83
0	94
0	300
0	118
0	228
0	241
4	1538
36	1773
0	1677
1	11
0	675
0	1054
0	1241
0	416
0	506
0	1046
0	175
0	233
0	859
0	1484
0	1
19902	2092
0	1921
0	54
0	30
0	2
0	23
0	9
0	6
0	22
0	26
0	119
0	3
0	297
0	296
0	1
0	214
0	52
0	247
3	0
0	457
0	499
0	74
0	0
0	0
0	0
0	11
0	8
0	3522
0	2878
0	233
0	237
0	447
0	101
